Company,BvdID,NACE,IncorpSerial,NumDirectors,Year,TotalAssets,ShareholdersFunds,NetIncome,Revenue,MarketCap,Employees,TotalAssets_m,MarketCap_m,ShareFunds_m,NetIncome_m,Revenue_m,IncorpYear,CompanyKey
FINSBURY GROWTH & INCOME TRUST PLC,GBSC013958,6430,1926,11,2021,2103.225,2064658.0,196614.0,597.0,1970.923865776,,2103.225,1970.923865776,2064.658,196.614,0.597,1904.0,FINSBURY GROWTH INCOME TRUST
JPMORGAN UK SMALL CAP GROWTH & INCOME PLC,GB02515996,6430,1990,66,2021,382.508,346291.0,140647.0,102.0,318.450803565,,382.508,318.450803565,346.291,140.647,0.102,1904.0,JPMORGAN UK SMALL CAP GROWTH INCOME
JPMORGAN EUROPEAN GROWTH & INCOME PLC,GB00237958,6430,1929,39,2021,484.902,439334.0,34062.0,74.0,371.693560076,,484.902,371.693560076,439.334,34.062,0.074,1904.0,JPMORGAN EUROPEAN GROWTH INCOME
THE CITY OF LONDON INVESTMENT TRUST PLC,GB00034871,6430,1891,9,2021,1857.178,1727325.0,265996.0,0.0,1737.937027698,,1857.178,1737.937027698,1727.325,265.996,0.0,1904.0,CITY OF LONDON INVESTMENT TRUST
HARBOURVEST GLOBAL PRIVATE EQUITY LIMITED,GBGG47907,9499,2007,6,2021,2928.41618693838,2925942.29851095,782917.051053131,,2216.1839865,,2928.41618693838,2216.1839865,2925.94229851095,782.917051053131,,1904.0,HARBOURVEST GLOBAL PRIVATE EQUITY
HERALD INVESTMENT TRUST PLC,GB02879728,6430,1993,13,2021,1762.407,1760877.0,280395.0,319.0,1622.090456197,,1762.407,1622.090456197,1760.877,280.395,0.319,1904.0,HERALD INVESTMENT TRUST
TEMPLETON EMERGING MARKETS INVESTMENT TRUST PLC,GBSC118022,6430,1989,54,2021,2267.313,2100390.0,-442408.0,120.0,1843.794756372,,2267.313,1843.794756372,2100.39,-442.408,0.12,1904.0,TEMPLETON EMERGING MARKETS INVESTMENT TRUST
ICG ENTERPRISE TRUST PLC,GB01571089,6430,1981,16,2021,1167.28,1157977.0,226490.0,0.0,822.20466,,1167.28,822.20466,1157.977,226.49,0.0,1904.0,ICG ENTERPRISE TRUST
GCP INFRASTRUCTURE INVESTMENTS LIMITED,GBJE105775,6430,2010,9,2021,1104.141,916799.0,62356.0,446.0,885.739128647,,1104.141,885.739128647,916.799,62.356,0.446,1904.0,GCP INFRASTRUCTURE INVESTMENTS
THE MONKS INVESTMENT TRUST PLC,GB00236964,6430,1929,11,2021,3350.789,3204980.0,1078459.0,,3300.89588066,,3350.789,3300.89588066,3204.98,1078.459,,1904.0,MONKS INVESTMENT TRUST
NB PRIVATE EQUITY PARTNERS LIMITED,GBGG47214,9499,2009,32,2021,1257.68136668768,1103345.34006658,344054.667626565,,806.796507,,1257.68136668768,806.796507,1103.34534006658,344.054667626565,,1904.0,NB PRIVATE EQUITY PARTNERS
SCHRODER ASIAPACIFIC FUND PLC,GB03104981,6430,1995,35,2021,1084.991,1057941.0,136977.0,0.0,954.543539351,,1084.991,954.543539351,1057.941,136.977,0.0,1904.0,SCHRODER ASIAPACIFIC FUND
AVI GLOBAL TRUST PLC,GB00028203,6430,1889,17,2021,1269.191,1133222.0,299563.0,1.0,1041.555895523,,1269.191,1041.555895523,1133.222,299.563,0.001,1904.0,AVI GLOBAL TRUST
CAPITAL GEARING TRUST PLC,GBNI005574,6430,1963,18,2021,1057.89,1049835.0,68218.0,,1073.847586727,,1057.89,1073.847586727,1049.835,68.218,,1904.0,CAPITAL GEARING TRUST
PERSHING SQUARE HOLDINGS LIMITED,GBGG54602,9499,2012,6,2021,11767.4344088371,8492776.53674178,1813540.42982256,0.0,6408.611468466,,11767.4344088371,6408.611468466,8492.77653674178,1813.5404298225599,0.0,1904.0,PERSHING SQUARE
PRINCESS PRIVATE EQUITY HOLDING LIMITED,GBGG35241,6430,1999,6,2021,937.198593181178,889466.492076003,150078.406277965,5.05851007897148,822.898872821,,937.198593181178,822.898872821,889.466492076003,150.078406277965,0.00505851007897148,1904.0,PRINCESS PRIVATE EQUITY HOLDING
MERCANTILE INVESTMENT TRUST (THE) PLC,GB00020537,6619,1884,35,2021,2535.054,2198211.0,264245.0,484.0,1931.315904211,,2535.054,1931.315904211,2198.211,264.245,0.484,1904.0,MERCANTILE INVESTMENT TRUST
ASHOKA INDIA EQUITY INVESTMENT TRUST PLC,GB11356069,9499,2018,11,2021,155.509,136575.0,40354.0,8.0,139.683193,,155.509,139.683193,136.575,40.354,0.008,1904.0,ASHOKA INDIA EQUITY INVESTMENT TRUST
ABERDEEN ASIA FOCUS PLC,GB03106339,6430,1995,13,2021,560.605,487958.0,146483.0,4.0,417.482810671,,560.605,417.482810671,487.958,146.483,0.004,1904.0,ABERDEEN ASIA FOCUS
THE EUROPEAN SMALLER COMPANIES TRUST PLC,GB02520734,6430,1990,13,2021,936.911,840667.0,328517.0,,744.109714565,,936.911,744.109714565,840.667,328.517,,1904.0,EUROPEAN SMALLER COMPANIES TRUST
EDINBURGH INVESTMENT TRUST PLC,GBSC001836,6430,1889,45,2021,1298.277,1175837.0,140918.0,48.0,1084.635363964,,1298.277,1084.635363964,1175.837,140.918,0.048,1904.0,EDINBURGH INVESTMENT TRUST
SEQUOIA ECONOMIC INFRASTRUCTURE INCOME FUND LIMITED,GBGG59596,9499,2014,13,2021,1939.411,1777043.0,62718.0,,1817.749684885,,1939.411,1817.749684885,1777.043,62.718,,1904.0,SEQUOIA ECONOMIC INFRASTRUCTURE INCOME FUND
JPMORGAN AMERICAN INVESTMENT TRUST PLC,GB00015543,6430,1881,41,2021,1597.795,1496120.0,328581.0,0.0,1486.616104707,,1597.795,1486.616104707,1496.12,328.581,0.0,1904.0,JPMORGAN AMERICAN INVESTMENT TRUST
JPMORGAN GLOBAL GROWTH & INCOME PLC,GB00024299,6430,1887,28,2021,720.347,653374.0,155242.0,0.0,652.878537143,,720.347,652.878537143,653.374,155.242,0.0,1904.0,JPMORGAN GLOBAL GROWTH INCOME
THE MERCHANTS TRUST PLC,GB00028276,6430,1889,13,2021,836.514,739050.0,182248.0,1243.0,738.498944968,1668.0,836.514,738.498944968,739.05,182.248,1.243,1904.0,MERCHANTS TRUST
TEMPLE BAR INVESTMENT TRUST PLC,GB00214601,6430,1926,7,2021,873.892,797083.0,156776.0,0.0,730.745804217,,873.892,730.745804217,797.083,156.776,0.0,1904.0,TEMPLE BAR INVESTMENT TRUST
YELLOW CAKE PLC,GBJE125612,0721,2018,7,2021,815.19434182465,814455.322128477,317908.750146043,76.1875975435731,730.093129684,,815.19434182465,730.093129684,814.4553221284771,317.908750146043,0.0761875975435731,1904.0,YELLOW CAKE
FORESIGHT SOLAR FUND LIMITED,GBJE113721,6619,2013,32,2021,660.444,660000.0,117892.0,,618.498177564,,660.444,618.498177564,660.0,117.892,,1904.0,FORESIGHT SOLAR FUND
THE RENEWABLES INFRASTRUCTURE GROUP LIMITED,GBGG56716,6619,2013,19,2021,2706.539,2706177.0,210462.0,,3047.179140678,,2706.539,3047.179140678,2706.177,210.462,,1904.0,RENEWABLES INFRASTRUCTURE
FORESIGHT ENVIRONMENTAL INFRASTRUCTURE LIMITED,GBGG57682,6619,2004,12,2021,765.096,762905.0,185007.0,,746.207240191,,765.096,746.207240191,762.905,185.007,,1904.0,FORESIGHT ENVIRONMENTAL INFRASTRUCTURE
TWENTYFOUR INCOME FUND LIMITED,GBGG56128,6619,2013,41,2021,760.239,718477.0,36303.0,0.0,683.668674364,,760.239,683.668674364,718.477,36.303,0.0,1904.0,TWENTYFOUR INCOME FUND
THE SCHIEHALLION FUND LIMITED,GBGG65915,9499,2019,6,2021,1121.93451344911,1098561.63934084,22582.0653829701,,,,1121.93451344911,,1098.56163934084,22.5820653829701,,1904.0,SCHIEHALLION FUND
BH MACRO LIMITED,GBGG46235,6430,2007,6,2021,973.26940191876,966002.764390725,8940.00376067451,,,,973.26940191876,,966.0027643907249,8.94000376067451,,1904.0,BH MACRO
RUFFER INVESTMENT COMPANY LIMITED,GBGG41996,6430,2004,3,2021,578.875,575851.0,67789.0,,587.541830492,,578.875,587.541830492,575.851,67.789,,1904.0,RUFFER INVESTMENT
SCHRODER ORIENTAL INCOME FUND LIMITED,GBGG43298,9499,2005,24,2021,797.453,751419.0,139755.0,,726.175662203,,797.453,726.175662203,751.419,139.755,,1904.0,SCHRODER ORIENTAL INCOME FUND
SDCL EFFICIENCY INCOME TRUST PLC,GB11620959,9499,2018,52,2021,1074.656,1073118.0,79758.0,,1163.588352779,,1074.656,1163.588352779,1073.118,79.758,,1904.0,SDCL EFFICIENCY INCOME TRUST
BAILLIE GIFFORD US GROWTH TRUST PLC,GB11194060,9499,2018,10,2021,937.992,908883.0,299818.0,,945.05177659,,937.992,945.05177659,908.883,299.818,,1904.0,BAILLIE GIFFORD US GROWTH TRUST
UTILICO EMERGING MARKETS TRUST PLC,GB11102129,6430,2005,22,2021,574.267,545916.0,71662.0,0.0,481.026712128,,574.267,481.026712128,545.916,71.662,0.0,1904.0,UTILICO EMERGING MARKETS TRUST
GEORGIA CAPITAL PLC,GB10852406,6619,2017,6,2021,694.246590672205,692959.257331868,166505.28508222,,335.681852778,,694.246590672205,335.681852778,692.959257331868,166.50528508222,,1904.0,GEORGIA CAPITAL
IMPAX ENVIRONMENTAL MARKETS PLC,GB04348393,6430,37263,45,2021,1532.366,1479638.0,240438.0,,1630.396008794,,1532.366,1630.396008794,1479.638,240.438,,2001.0,IMPAX ENVIRONMENTAL MARKETS
HG CAPITAL TRUST PLC,GB01525583,6430,1980,20,2021,2159.753,2005724.0,595137.0,,1914.451557905,,2159.753,1914.451557905,2005.724,595.137,,1904.0,HG CAPITAL TRUST
WORLDWIDE HEALTHCARE TRUST PLC,GB03023689,2120,1995,10,2021,2421.449,2268233.0,-141526.0,274.0,2143.724868925,,2421.449,2143.724868925,2268.233,-141.526,0.274,1904.0,WORLDWIDE HEALTHCARE TRUST
INVESCO ASIA DRAGON TRUST PLC,GB03011768,6430,1995,29,2021,284.192,281252.0,104399.0,,258.053680807,,284.192,258.053680807,281.252,104.399,,1904.0,INVESCO ASIA DRAGON TRUST
JPMORGAN INDIA GROWTH & INCOME PLC,GB02915926,6430,1994,25,2021,785.189,763913.0,229909.0,,645.311919185,,785.189,645.311919185,763.913,229.909,,1904.0,JPMORGAN INDIA GROWTH INCOME
ST. JAMES'S PLACE PLC,GB03183415,7010,35156,25,2021,155729.9,1119200.0,287600.0,13300.0,9099.830960845,2695.0,155729.9,9099.830960845,1119.2,287.6,13.3,1995.0,ST JAMES S PLACE
JPMORGAN EMERGING MARKETS GROWTH & INCOME PLC,GB02618994,6430,1991,54,2021,1699.42,1698043.0,421714.0,,1589.097306672,,1699.42,1589.097306672,1698.043,421.714,,1904.0,JPMORGAN EMERGING MARKETS GROWTH INCOME
THE BAILLIE GIFFORD JAPAN TRUST PLC,GBSC075954,6430,1981,18,2021,1100.073,955402.0,160659.0,,964.034321168,,1100.073,964.034321168,955.402,160.659,,1904.0,BAILLIE GIFFORD JAPAN TRUST
BLACKROCK GREATER EUROPE INVESTMENT TRUST PLC,GB05142459,6430,2004,51,2021,690.438,651731.0,196575.0,,661.831651417,,690.438,661.831651417,651.731,196.575,,1904.0,BLACKROCK GREATER EUROPE INVESTMENT TRUST
OCTOPUS APOLLO VCT PLC,GB05840377,6619,2006,33,2021,274.321,262959.0,31457.0,,245.069115469,,274.321,245.069115469,262.959,31.457,,1904.0,OCTOPUS APOLLO VCT
SHELL PLC,GB04366849,0610,37292,23,2020,282613.831603926,118134799.194743,-16154982.4113111,134736130.059208,,87000.0,282613.831603926,,118134.79919474301,-16154.982411311099,134736.130059208,2001.0,SHELL
GLENCORE PLC,GBJE107710,2399,2011,22,2020,87928.4098032613,25634857.2377271,-1418031.89708141,106064016.903192,31045.647203966,87822.0,87928.4098032613,31045.647203966,25634.857237727098,-1418.03189708141,106064.016903192,1904.0,GLENCORE
BP P.L.C.,GB00102498,1920,3395,34,2020,199443.988114255,63761509.9156395,-15131138.0463138,134716010.846795,51851.058371193,63600.0,199443.988114255,51851.058371193,63761.5099156395,-15131.1380463138,134716.010846795,1908.0,BP
TESCO PLC,GB00445790,4711,17498,24,2020,45512.0,12059000.0,5954000.0,62793000.0,17380.880300137,242911.0,45512.0,17380.880300137,12059.0,5954.0,62793.0,1946.0,TESCO
HSBC HOLDINGS PLC,GB00617987,6420,21551,33,2020,2223667.75518762,152753257.352708,4544706.53720416,38767486.8510548,77165.486672363,226000.0,2223667.75518762,77165.486672363,152753.25735270802,4544.706537204161,38767.486851054804,1958.0,HSBC
UNILEVER PLC,GB00041424,2042,21/06/1894,22,2020,61866.0651290048,16143386.3913534,5103157.1481248,46399320.2516475,115476.377194276,148949.0,61866.0651290048,115476.377194276,16143.3863913534,5103.1571481248,46399.3202516475,1894.0,UNILEVER
ASTRAZENECA PLC,GB02723534,2120,33772,33,2020,49723.5157437442,11652749.766978,2381518.62484087,20247379.2472391,96139.854541597,76100.0,49723.5157437442,96139.854541597,11652.749766977999,2381.51862484087,20247.379247239103,1991.0,ASTRAZENECA
RIO TINTO PLC,GB00719885,0710,22735,23,2020,72570.7443283018,38675832.6611752,7279429.11328864,33772706.0806204,68205.662988712,47474.0,72570.7443283018,68205.662988712,38675.8326611752,7279.42911328864,33772.7060806204,1961.0,RIO TINTO
VODAFONE GROUP PLC,GB01833679,6190,30880,28,2020,132091.944230942,49251129.2033313,95408.3034241924,37802984.6522802,37222.068936303,96506.0,132091.944230942,37222.068936303,49251.1292033313,95.4083034241924,37802.984652280196,1983.0,VODAFONE
COMPASS GROUP PLC,GB04083914,5610,36798,19,2020,14734.0,4813000.0,133000.0,19999000.0,,548143.0,14734.0,,4813.0,133.0,19999.0,1999.0,COMPASS
GSK PLC,GB03888792,2120,36500,30,2020,80431.0,20808000.0,5749000.0,34482000.0,67502.379276111,94066.0,80431.0,67502.379276111,20808.0,5749.0,34482.0,1999.0,GSK
SAINSBURY (J) PLC,GB00185647,4711,8350,27,2020,25260.0,6701000.0,-201000.0,29061000.0,5109.676609114,117.0,25260.0,5109.676609114,6701.0,-201.0,29061.0,1921.0,SAINSBURY J
IMPERIAL BRANDS PLC,GB03236483,1200,35283,21,2020,32310.0,5518000.0,1495000.0,32562000.0,12942.130961688,32500.0,32310.0,12942.130961688,5518.0,1495.0,32562.0,1995.0,IMPERIAL BRANDS
BARCLAYS PLC,GB00048839,6420,20/07/1896,36,2020,1349514.0,66882000.0,2461000.0,21772000.0,25462.614976061,83000.0,1349514.0,25462.614976061,66882.0,2461.0,21772.0,1896.0,BARCLAYS
BAE SYSTEMS PLC,GB01470151,3030,29220,22,2020,27530.0,4921000.0,1299000.0,19494000.0,15731.756728392,81000.0,27530.0,15731.756728392,4921.0,1299.0,19494.0,1979.0,BAE SYSTEMS
BRITISH AMERICAN TOBACCO PLC,GB03407696,1200,35634,25,2020,137690.0,62955000.0,6400000.0,25964000.0,62128.136850043,55329.0,137690.0,62128.136850043,62955.0,6400.0,25964.0,1996.0,BRITISH AMERICAN TOBACCO
AVIVA PLC,GB02468686,6511,2000,46,2020,479857.0,19554000.0,2911000.0,14995000.0,12775.448531819,30813.0,479857.0,12775.448531819,19554.0,2911.0,14995.0,1904.0,AVIVA
ROLLS-ROYCE HOLDINGS PLC,GB07524813,3030,40584,43,2020,29517.0,-4875000.0,-3170000.0,11824000.0,9308.951251264,48200.0,29517.0,9308.951251264,-4875.0,-3170.0,11824.0,2010.0,ROLLS ROYCE
BT GROUP PLC,GB04190816,6190,36980,29,2020,50877.0,11679000.0,1472000.0,21557000.0,15352.139175999,99700.0,50877.0,15352.139175999,11679.0,1472.0,21557.0,2000.0,BT
CENTRICA PLC,GB03033654,3522,1995,19,2020,17119.0,1382000.0,-158000.0,20820000.0,2722.233048324,25753.0,17119.0,2722.233048324,1382.0,-158.0,20820.0,1904.0,CENTRICA
ASSOCIATED BRITISH FOODS PLC,GB00293262,1089,12712,11,2020,16669.0,9439000.0,455000.0,13964000.0,15346.604218655,133425.0,16669.0,15346.604218655,9439.0,455.0,13964.0,1933.0,ASSOCIATED BRITISH FOODS
LLOYDS BANKING GROUP PLC,GBSC095000,6420,31341,29,2020,871269.0,49413000.0,1387000.0,15126000.0,25813.806644352,68665.0,871269.0,25813.806644352,49413.0,1387.0,15126.0,1984.0,LLOYDS BANKING
NATIONAL GRID PLC,GB04031152,3522,36718,50,2020,67216.0,19860000.0,1640000.0,14779000.0,30664.928877395,21494.0,67216.0,30664.928877395,19860.0,1640.0,14779.0,1999.0,NATIONAL GRID
MARKS AND SPENCER GROUP PLC,GB04256886,4719,37095,21,2020,,,,,,,,,,,,2000.0,MARKS AND SPENCER
ANGLO AMERICAN PLC,GB03564138,0710,35929,26,2020,46597.5862596368,24415781.9967259,1556630.91592384,19232476.7544252,33048.788360923,64000.0,46597.5862596368,33048.788360923,24415.7819967259,1556.63091592384,19232.476754425203,1997.0,ANGLO AMERICAN
NATWEST GROUP PLC,GBSC045551,6420,24922,35,2020,799491.0,43824000.0,-434000.0,10799000.0,20334.548576002,59200.0,799491.0,20334.548576002,43824.0,-434.0,10799.0,1967.0,NATWEST
STANDARD CHARTERED PLC,GB00966425,6420,25525,30,2020,587965.353858164,37801019.4992342,559612.167476688,11106550.4077763,14704.652905821,83657.0,587965.353858164,14704.652905821,37801.0194992342,559.612167476688,11106.5504077763,1968.0,STANDARD CHARTERED
DIAGEO PLC,GB00023307,1101,21/10/1886,23,2020,33308.0,8440000.00000003,1409000.0,11752000.0,62677.445853488,27788.0,33308.0,62677.445853488,8440.00000000003,1409.0,11752.0,1886.0,DIAGEO
RECKITT BENCKISER GROUP PLC,GB06270876,7010,39239,35,2020,31292.0,9159000.0,1187000.0,13993000.0,46582.579875966,43900.0,31292.0,46582.579875966,9159.0,1187.0,13993.0,2006.0,RECKITT BENCKISER
NATIONAL WESTMINSTER BANK PLC - NATWEST,GB00929027,6419,25569,17,2020,389539.0,19892000.0,536000.0,8941000.0,,52100.0,389539.0,,19892.0,536.0,8941.0,1969.0,NATIONAL WESTMINSTER BANK NATWEST
WPP PLC (NEW),GBJE111714,7311,2005,49,2020,36167.1,5050100.0,-2965100.0,12110200.0,9802.657136,99830.0,36167.1,9802.657136,5050.1,-2965.1,12110.2,1904.0,WPP NEW
KINGFISHER PLC,GB01664812,4719,30210,23,2020,12269.0,6571000.0,592000.0,12375000.0,5861.015774038,78000.0,12269.0,5861.015774038,6571.0,592.0,12375.0,1981.0,KINGFISHER
JD SPORTS FASHION PLC,GB01888425,4764,31099,15,2020,5161.9,1496400.0,224300.0,6195600.0,7270.051501008,60487.0,5161.9,7270.051501008,1496.4,224.3,6195.6,1984.0,JD SPORTS FASHION
JOHNSON MATTHEY PLC,GB00033774,2059,04/11/1891,16,2020,7744.0,2685000.0,205000.0,15673000.0,5831.16208348,13640.0,7744.0,5831.16208348,2685.0,205.0,15673.0,1891.0,JOHNSON MATTHEY
BUNZL PLC,GB00358948,4639,14632,21,2020,6829.4,1919100.0,430000.0,10113200.0,8232.884720074,19853.0,6829.4,8232.884720074,1919.1,430.0,10113.2,1939.0,BUNZL
HALEON PLC,GB13691224,2120,44489,29,2020,,,,,,,,,,,,2020.0,HALEON
EASYJET PLC,GB03959649,5110,36609,21,2020,8473.0,1899000.0,-1079000.0,3032000.0,2291.056272804,14566.0,8473.0,2291.056272804,1899.0,-1079.0,3032.0,1999.0,EASYJET
SSE PLC,GBSC117119,3511,32599,24,2020,21591.6,6681100.0,2322800.0,8176100.0,15176.881754603,12513.0,21591.6,15176.881754603,6681.1,2322.8,8176.1,1988.0,SSE
RELX PLC,GB00077536,6311,1244,20,2020,14145.0,2101000.0,1224000.0,7110000.0,34633.009994145,33200.0,14145.0,34633.009994145,2101.0,1224.0,7110.0,1902.0,RELX
BALFOUR BEATTY PLC,GB00395826,4299,16588,21,2020,4685.0,1345000.0,30000.0,7320000.0,1863.67654789,19113.0,4685.0,1863.67654789,1345.0,30.0,7320.0,1944.0,BALFOUR BEATTY
LONDON STOCK EXCHANGE GROUP PLC,GB05369106,8411,2005,22,2020,849141.0,4125000.0,487000.0,2449000.0,31670.965891135,4526.0,849141.0,31670.965891135,4125.0,487.0,2449.0,1904.0,LONDON STOCK EXCHANGE
QUILTER PLC,GB06404270,6420,39374,19,2020,67372.0,1878000.0,88000.0,4711000.0,2740.175581724,4325.0,67372.0,2740.175581724,1878.0,88.0,4711.0,2006.0,QUILTER
CURRYS PLC,GB07105905,6190,40162,19,2020,7731.0,2280000.0,-163000.0,10170000.0,883.393589675,36350.0,7731.0,883.393589675,2280.0,-163.0,10170.0,2009.0,CURRYS
LEGAL & GENERAL GROUP PLC,GB01417162,6511,1836,31,2020,570565.0,9997000.0,1571000.0,9370000.0,15884.375036227,10999.0,570565.0,15884.375036227,9997.0,1571.0,9370.0,1904.0,LEGAL GENERAL
COMPUTACENTER PLC,GB03110569,6209,34974,26,2020,2401.9,630900.0,153800.0,5441300.0,2794.17429607,16668.0,2401.9,2794.17429607,630.9,153.8,5441.3,1994.0,COMPUTACENTER
INCHCAPE PLC,GB00609782,4511,21412,19,2020,3611.9,1061200.0,-142000.0,6846400.0,2530.720696452,14765.0,3611.9,2530.720696452,1061.2,-142.0,6846.4,1957.0,INCHCAPE
PRUDENTIAL PLC,GB01397169,6511,1848,25,2020,384572.78401893,15557367.287055,1961250.6322219,16296562.0542146,35149.826982749,18687.0,384572.78401893,35149.826982749,15557.367287055,1961.2506322218999,16296.5620542146,1904.0,PRUDENTIAL
HARBOUR ENERGY PLC,GBSC234781,0610,37468,24,2020,3472.42703121354,-121385.914889417,-970342.163100058,707451.120908612,181.728343051,776.0,3472.42703121354,181.728343051,-121.38591488941701,-970.342163100058,707.451120908612,2001.0,HARBOUR ENERGY
METLEN ENERGY & METALS PLC,GB15944520,3511,2024,72,2020,,,,,,,,,,,,1904.0,METLEN ENERGY METALS
JET2 PLC,GB01295221,5110,28146,8,2020,2873.0,964200.0,-271200.0,423000.0,2720.637273399,9051.0,2873.0,2720.637273399,964.2,-271.2,423.0,1976.0,JET
NEXT PLC,GB04412362,4791,37355,16,2020,3758.0,660900.0,286700.0,3534400.0,10276.979440529,40867.0,3758.0,10276.979440529,660.9,286.7,3534.4,2001.0,NEXT
MONDI PLC,GB06209386,1729,39183,17,2020,7650.62101027776,4006815.01936622,532169.406953706,6092516.76723805,8349.096930535,25700.0,7650.62101027776,8349.096930535,4006.81501936622,532.169406953706,6092.516767238049,2006.0,MONDI
ANTOFAGASTA PLC,GB01627889,0729,30048,30,2020,12372.7940245448,7511992.30565811,377347.006138742,3842247.96159793,14201.265428223,5819.0,12372.7940245448,14201.265428223,7511.99230565811,377.347006138742,3842.24796159793,1981.0,ANTOFAGASTA
EXPERIAN PLC,GBJE93905,7490,2006,20,2020,7316.91372032759,2266056.38900822,583405.989218852,3902935.21056497,22905.819437027,17608.0,7316.91372032759,22905.819437027,2266.05638900822,583.405989218852,3902.93521056497,1904.0,EXPERIAN
BARRATT REDROW PLC,GB00604574,4110,21319,21,2020,6864.3,4840300.0,399700.0,3746700.0,5049.761714251,6632.0,6864.3,5049.761714251,4840.3,399.7,3746.7,1957.0,BARRATT REDROW
MITIE GROUP PLC,GBSC019230,8121,13347,19,2020,1628.9,357500.0,-6900.0,2559500.0,892.806862917,52943.0,1628.9,892.806862917,357.5,-6.9,2559.5,1935.0,MITIE
PHOENIX GROUP HOLDINGS PLC,GB11606773,6511,2018,23,2020,334325.0,7531000.0,834000.0,3910000.0,7000.619966322,,334325.0,7000.619966322,7531.0,834.0,3910.0,1904.0,PHOENIX
FRASERS GROUP PLC,GB06035106,4764,39072,14,2020,3868.2,1280300.0,93800.0,3989900.0,1350.289654872,19962.0,3868.2,1350.289654872,1280.3,93.8,3989.9,2006.0,FRASERS
DRAX GROUP PLC,GB05562053,3511,38608,19,2020,4192.9,1339400.0,-157900.0,4425200.0,1488.77864625,3015.0,4192.9,1488.77864625,1339.4,-157.9,4425.2,2004.0,DRAX
RENTOKIL INITIAL PLC,GB05393279,3900,38426,26,2020,5583.1,1130600.0,186300.0,2803300.0,9449.6811504,44500.0,5583.1,9449.6811504,1130.6,186.3,2803.3,2004.0,RENTOKIL INITIAL
WIZZ AIR HOLDINGS PLC,GBJE103356,5110,2009,29,2020,4022.99333706331,769825.748253953,-487349.021330183,629524.43062927,4129.320576055,3960.0,4022.99333706331,4129.320576055,769.825748253953,-487.349021330183,629.52443062927,1904.0,WIZZ AIR
ENTAIN PLC,GBIM004685V,9329,40299,9,2020,7269.7,3081500.0,57800.0,3575400.0,6631.886889064,23573.0,7269.7,6631.886889064,3081.5,57.8,3575.4,2009.0,ENTAIN
BABCOCK INTERNATIONAL GROUP PLC,GB02342138,7490,32540,26,2020,4610.9,229000.0,-1803000.0,3971600.0,1155.793827492,29137.0,4610.9,1155.793827492,229.0,-1803.0,3971.6,1988.0,BABCOCK
MORGAN SINDALL GROUP PLC,GB00521970,4120,19560,17,2020,1488.6,420100.0,70700.0,3036700.0,710.133124014,6737.0,1488.6,710.133124014,420.1,70.7,3036.7,1952.0,MORGAN SINDALL
ADMIRAL GROUP PLC,GB03849958,6511,1993,24,2020,7842.2,1112700.0,527800.0,751600.0,8621.871192329,11445.0,7842.2,8621.871192329,1112.7,527.8,751.6,1904.0,ADMIRAL
SERCO GROUP PLC,GB02048608,8211,31645,27,2020,2410.3,715000.0,133800.0,3901000.0,1473.889925908,45330.0,2410.3,1473.889925908,715.0,133.8,3901.0,1985.0,SERCO
VERTU MOTORS PLC,GB05984855,4519,39022,24,2020,1161.165,275940.0,16315.0,2548117.0,145.085376998,5751.0,1161.165,145.085376998,275.94,16.315,2548.117,2005.0,VERTU MOTORS
AIRTEL AFRICA PLC,GB11462215,6190,43293,25,2020,7259.51761428987,2436065.10815792,-334931.707384671,2847282.77926361,2980.214302162,3525.0,7259.51761428987,2980.214302162,2436.0651081579203,-334.93170738467103,2847.28277926361,2017.0,AIRTEL AFRICA
FIRSTGROUP PLC,GBSC157176,4931,34789,13,2020,8292.9,1154100.0,78400.0,6857000.0,1124.023910623,89053.0,8292.9,1124.023910623,1154.1,78.4,6857.0,1994.0,FIRSTGROUP
SMITH & NEPHEW PLC,GB00324357,3250,13563,29,2020,8205.65804028401,3933678.60467302,333829.89484628,3397911.42968535,13242.319225639,18581.0,8205.65804028401,13242.319225639,3933.67860467302,333.82989484628,3397.91142968535,1936.0,SMITH NEPHEW
TRAVIS PERKINS PLC,GB00824821,4673,23677,19,2020,6079.5,2713800.0,-22400.0,6166000.0,3396.379359364,28710.0,6079.5,3396.379359364,2713.8,-22.4,6166.0,1963.0,TRAVIS PERKINS
BEAZLEY PLC,GB09763575,6511,1986,25,2020,7889.48834299991,1348359.80965255,-34351.6923044944,2007003.2115602,2219.922251313,1497.0,7889.48834299991,2219.922251313,1348.35980965255,-34.3516923044944,2007.0032115602,1904.0,BEAZLEY
M&G PLC,GB11444019,6511,2018,24,2020,228726.0,5577000.0,1142000.0,4869000.0,5146.515475123,,228726.0,5146.515475123,5577.0,1142.0,4869.0,1904.0,M G
HILTON FOOD GROUP PLC,GB06165540,4632,39157,19,2020,1167.424,307949.0,37143.0,3301970.0,912.799017651,5837.0,1167.424,912.799017651,307.949,37.143,3301.97,2006.0,HILTON FOOD
KIER GROUP PLC,GB02708030,7112,33715,13,2020,2492.5,240800.0,-273300.0,3502400.0,158.144038838,15169.0,2492.5,158.144038838,240.8,-273.3,3502.4,1991.0,KIER
INFORMA PLC,GB08860726,5814,41663,26,2020,9717.8,5628000.0,-1042500.0,1663900.0,8246.736200148,10945.0,9717.8,8246.736200148,5628.0,-1042.5,1663.9,2013.0,INFORMA
